,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,like
636,Pop Smoke,Meet The Woo 2 (Deluxe),Wolves (with NAV),1dnsojUNfvhiztcITLzruj,0.836,0.627,6,-4.377,0,0.197,0,0.0657,0.652,142.99,194680,4,False
637,Pop Smoke,Meet The Woo 2 (Deluxe),Dior (with Gunna) - Remix,5R9k9x85lAYbamdUoKAJvj,0.73,0.816,7,-5.402,1,0.304,1.23e-05,0.415,0.803,142.054,230387,4,False
638,Pop Smoke,Meet The Woo,Dior,79s5XnCN4TJKTVMSmOx8Ep,0.548,0.805,7,-5.732,1,0.351,0.000389,0.408,0.648,142.094,216387,4,False
639,Pop Smoke,Meet The Woo (Deluxe Version),Welcome To The Party,4dpgUETtAY1YLAHulN0UtP,0.637,0.723,2,-5.547,1,0.091,7.87e-05,0.196,0.228,143.013,214960,4,False
640,Pop Smoke,Meet The Woo (Deluxe Version),Welcome To The Party (feat. Skepta) - Remix,5RNPPzwwFUg1htOrw5NdRq,0.483,0.652,2,-6.409,1,0.184,1.02e-05,0.195,0.266,107.206,215493,3,False
641,TJ Porter,Pregame,Tricky,6dX5y0Wa8W83qDBymeia8n,0.793,0.606,1,-7.225,0,0.264,0.000217,0.12,0.487,139.994,165160,4,False
642,TJ Porter,No Disturbance,Harder Than Ever (feat. Jay Gwuapo & KJ Balla,5jEySVOrEiu9UCOdTy01Ls,0.797,0.61,10,-6.626,1,0.148,0,0.105,0.465,140.074,138347,4,False
643,TJ Porter,Voice Of The Trenches,Gang Goals,0Lm1s9TdUbliWbN4Vg9Crd,0.871,0.763,11,-7.53,0,0.0553,0,0.0921,0.268,129.995,133960,4,False
644,Jay Gwuapo,From Nothing Pt. 1,Oh No (feat. Calboy),73W16zvU1OL49YxB773bL1,0.743,0.796,7,-4.957,0,0.0771,0,0.23,0.714,143.038,169613,4,False
645,Lil Tjay,True 2 Myself,Ruthless (feat. Jay Critch),395WRTyNwMGx80cDXqg6vM,0.521,0.592,9,-9.801,1,0.134,0,0.267,0.356,129.754,244573,4,False
646,Lil Tjay,True 2 Myself,Decline (feat. Lil Baby),4jkalyYVL46RGyWphOzphd,0.474,0.589,0,-7.292,0,0.141,0,0.139,0.51,113.202,225013,5,False
647,Lil Tjay,True 2 Myself,Brothers (feat. Lil Durk) - Remix,2wUwC1gBJIC05JH87v2hgN,0.688,0.489,2,-7.627,0,0.173,0,0.153,0.559,85.404,210120,5,False
648,Jay Critch,Hood Favorite,Ego,0e9JDnz30moH9suCA64omJ,0.834,0.567,7,-5.16,0,0.1,0,0.0998,0.204,127.991,210432,4,False
649,Jay Critch,I'm A Star,I'm A Star,5Z1xtYz457TnooU00V3eX1,0.678,0.857,9,-6.325,1,0.198,0,0.716,0.854,200.047,158420,4,False
650,A Boogie Wit da Hoodie,Hoodie SZN,Uptown / Bustdown (feat. PnB Rock and Lil Durk),3mUk1wiSBpiuK4oSSyDmTQ,0.503,0.751,6,-5.785,0,0.35,0,0.0551,0.324,90.04,177763,4,False
651,A Boogie Wit da Hoodie,The Bigger Artist,Undefeated (feat. 21 Savage),2vaMWMPMgsWX4fwJiKmdWm,0.717,0.753,7,-4.609,0,0.311,0,0.158,0.631,169.857,174012,4,False
652,A Boogie Wit da Hoodie,The Bigger Artist,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,0.839,0.81,5,-5.274,0,0.0568,0,0.117,0.814,129.014,209269,4,False
653,A Boogie Wit da Hoodie,The Bigger Artist,Say A',3AMnOVxEHUgVrythGgqPhI,0.831,0.814,5,-5.18,1,0.474,0,0.109,0.846,161.041,214854,4,False
654,A Boogie Wit da Hoodie,The Bigger Artist,No Promises,2BJpuAoDeQ1QuPvnryfAWK,0.759,0.646,5,-7.815,0,0.304,0,0.137,0.242,145.005,197667,4,False
655,A Boogie Wit da Hoodie,The Bigger Artist,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),1AH60dMaEfNjzDoUIFwIQi,0.611,0.478,0,-5.839,1,0.107,0,0.107,0.138,172.076,258158,4,False
656,Fivio Foreign,Big Drip (feat. Lil Baby & Quavo) [Remix],Big Drip (feat. Lil Baby & Quavo) - Remix,21WTCDU55iW0z2kzXq9R8B,0.834,0.763,0,-6.54,1,0.349,0,0.0959,0.532,140.0,233143,4,False
657,JACKBOYS,JACKBOYS,GATTI,40mjsnRjCpycdUw3xhS20g,0.594,0.676,2,-5.808,1,0.344,0,0.163,0.472,143.477,181145,4,False
658,Roddy Ricch,Please Excuse Me For Being Antisocial,Tip Toe (feat. A Boogie Wit da Hoodie),6ztvsy3C6hPjVg9j4x1XKJ,0.757,0.673,1,-8.513,1,0.141,0,0.338,0.574,92.958,185806,3,False
659,A Boogie Wit da Hoodie,Artist 2.0,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",733c1CWmIGymoQXdp7Us88,0.819,0.654,11,-6.665,0,0.136,0,0.0996,0.455,133.503,188563,4,False
660,Pop Smoke,Meet The Woo 2,Christopher Walking,2IT0T0EqPaUxasjl2o8J2G,0.773,0.744,6,-5.108,0,0.244,0,0.066,0.764,141.004,190680,4,False
661,Lil Tjay,Long Time,Long Time,6GiOnqCGSAlSFDJeE175If,0.767,0.492,5,-9.364,0,0.308,0,0.311,0.194,151.986,202520,4,False
662,Jay Gwuapo,From Nothing Pt. 1,"Drip, Sauce (feat. Kj Balla)",2fwNI3G70wRceTFogySF1I,0.773,0.679,7,-6.72,1,0.059,0,0.151,0.72,139.939,151427,4,False
663,Sheff G,THE UNLUCCY LUCCY KID,We Getting Money,4B1HkmoPxGnIiovU1iy4IL,0.851,0.673,1,-5.405,1,0.257,0,0.314,0.776,120.973,181509,4,False
664,Drake,Dark Lane Demo Tapes,Demons (feat. Fivio Foreign & Sosa Geek),05aZ9sAU1YXndHv0FMi9iW,0.543,0.766,0,-3.387,0,0.343,0,0.155,0.729,106.869,204805,3,False
665,Lil Tjay,State of Emergency,Zoo York (feat. Fivio Foreign & Pop Smoke),3Ddny34bFoYBb8dIGq5lwp,0.565,0.569,6,-6.084,0,0.379,8.81e-06,0.106,0.303,92.466,214825,5,False
666,Lil Tjay,State of Emergency,Wet Em Up Pt. 2,0w1x05XBSRIuVmKd3D0IPd,0.701,0.645,8,-3.084,0,0.164,0.000174,0.327,0.576,107.955,191904,3,False
667,Lil Tjay,State of Emergency,Gettin Lit,1nXWAOME69dG7MtRuWZjjV,0.718,0.514,2,-10.368,0,0.166,0,0.0776,0.643,142.08,200967,4,False
668,Jay Critch,Dreams In A Wraith,Dreams In A Wraith,4zodeeJbcglAma86fnv0jy,0.765,0.627,2,-7.271,1,0.377,0,0.373,0.31,120.101,144124,4,False
669,Sheff G,"No Suburban, Pt. 2","No Suburban, Pt. 2",3S5dLLX6GvTJa1bwAlN4wD,0.851,0.461,8,-7.876,1,0.322,0,0.258,0.62,143.974,153561,4,False
670,TJ Porter,We Gon Ball,Intro,5vJ8zQzWuIdWX5sNV6ujdp,0.509,0.908,9,-3.472,0,0.4,0,0.111,0.236,89.932,117185,4,False
671,Flipp Dinero,How I Move (feat. Lil Baby),How I Move (feat. Lil Baby),0jBJIQuToUUOEx7JJkiPzm,0.826,0.635,5,-5.181,0,0.212,0,0.245,0.808,119.954,224916,4,False
672,NAV,Good Intentions,Run It Up (feat. Pop Smoke),6LUE5WlMgrpLouGxzJAUVv,0.874,0.656,7,-6.478,0,0.091,0,0.251,0.561,134.022,179372,4,False
673,Fivio Foreign,Target,Target,267Ipmevs1fls3V4lexOOR,0.777,0.767,4,-5.212,1,0.0847,0,0.14,0.715,103.999,152372,4,False
674,Pop Smoke,Make It Rain,Make It Rain,4TgHt7vKCimpywaiKfl0uj,0.54,0.77,1,-3.981,1,0.389,2.74e-05,0.372,0.565,159.494,204000,4,False
675,Jay Gwuapo,R8,R8,5ykI8wLQhW5OM9JxEpWLyV,0.709,0.615,6,-6.026,1,0.416,0,0.141,0.628,143.93,120120,4,False
676,Pop Smoke,Meet The Woo 2,Invincible,792HwhrdO3ErRKL5yRe4Ge,0.548,0.732,11,-5.652,0,0.336,0,0.269,0.612,142.791,127547,4,False
677,A Boogie Wit da Hoodie,Artist 2.0 (Deluxe),Bleed,5XzombolzpiaOSTdj1W0VS,0.698,0.572,2,-7.735,1,0.198,0,0.154,0.391,71.446,176959,4,False
678,Pop Smoke,Shoot For The Stars Aim For The Moon,Aim For The Moon (feat. Quavo),6O7fPYTsb2mY0PiFt2ymDB,0.713,0.605,11,-7.487,1,0.107,3.46e-06,0.115,0.432,142.025,175756,4,False
679,Pop Smoke,Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0,0.193,0.347,125.971,190476,4,False
680,Pop Smoke,Shoot For The Stars Aim For The Moon,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,0.49,0.618,1,-5.655,1,0.104,3.77e-06,0.259,0.286,99.7,201600,4,False
681,Pop Smoke,Shoot For The Stars Aim For The Moon,Creature (feat. Swae Lee),3eV2WT9YhfzkxbufnBF8wK,0.794,0.717,7,-5.73,1,0.251,0,0.195,0.372,141.881,202816,4,False
682,KJ Balla,Resurrection,Ain't Us (feat. Jay Gwuapo),5THz7Ft1z6nQWI3VF64hTw,0.783,0.754,9,-6.161,0,0.216,0,0.0804,0.721,98.057,127333,4,False
683,Chief Keef,Dedication,Glory Bridge (feat. A Boogie Wit da Hoodie),3WJUgVhgYaHPJmx9iYvvhk,0.784,0.634,8,-7.321,1,0.386,0,0.0831,0.332,79.927,168000,4,False
684,CJ,Whoopty,Whoopty,1RSzyxqtIO4yX3EyiV4zT5,0.714,0.609,3,-7.683,0,0.17,0,0.126,0.778,140.206,123480,4,False
685,Calboy,Long Live The Kings (Deluxe Edition),Givenchy Kickin (feat. Lil Baby & Lil Tjay),76ddBfW2NeAu33mfRuMsdP,0.79,0.674,8,-5.507,0,0.0673,0,0.149,0.248,142.052,227027,4,False
686,Celly Bucks,Diamond in the Streets,Hot Shit,5OgC75S6Bw5UCqLAs45ogG,0.613,0.353,6,-16.084,0,0.372,0,0.0972,0.742,141.937,172983,4,False
687,Pop Smoke,Shoot For The Stars Aim For The Moon,West Coast Shit (feat. Tyga & Quavo),1JDhNQ0oOT7XpclZn3aQ8F,0.831,0.762,11,-5.656,0,0.207,0,0.107,0.495,99.999,192000,4,False
688,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),Forever After All,6IBcOGPsniK3Pso1wHIhew,0.487,0.65,0,-5.195,1,0.0253,0,0.0933,0.456,151.964,232533,4,False
689,Sam Grow,Song About You,Song About You,5gRsliQqZLc4tv688SE3wB,0.57,0.767,10,-4.287,1,0.0331,1.18e-05,0.097,0.713,110.995,180891,4,False
690,High Valley,Grew Up On That,Grew Up On That,45Q5uKc4KRJiowOQay7wR5,0.651,0.762,9,-6.084,1,0.0284,0,0.167,0.292,109.959,172200,4,False
691,Kelsea Ballerini,ballerini,hole in the bottle - ballerini album version,1f6BZccfonUYohfGJIeBR1,0.672,0.552,4,-6.375,1,0.0316,0,0.0636,0.594,105.02,152440,4,False
692,HARDY,GIVE HEAVEN SOME HELL,GIVE HEAVEN SOME HELL,5nra2uQhiaYKKpemgiDNC3,0.639,0.843,11,-4.975,1,0.0362,0,0.0854,0.528,126.047,217802,4,False
693,Jason Aldean,9,Got What I Got,4TCc369aRPRubv1m8R1TBG,0.512,0.58,3,-6.658,0,0.029,1.72e-05,0.513,0.303,159.847,178147,3,False
694,RaeLynn,Me About Me,Me About Me,7F0fPQWt7E2jjreRSZOdna,0.465,0.61,1,-5.302,1,0.0317,8.28e-05,0.128,0.235,83.664,166928,4,False
695,Morgan Wallen,7 Summers,7 Summers,0Z0kNthq0sS4lvGz9SSlBF,0.625,0.775,0,-5.199,1,0.0248,5.23e-05,0.12,0.588,101.961,210123,4,False
696,Granger Smith,Country Things,Hate You Like I Love You,7fv8w55N7T95xtX72TycwQ,0.658,0.672,3,-6.284,1,0.0265,0,0.126,0.805,115.017,173827,4,False
697,Tezza,Mercury Rising,Mercury Rising,00Onz80bx3KFwXcAcwZfH4,0.639,0.84,8,-3.998,1,0.0467,1.1e-06,0.154,0.548,109.98,161893,4,False
698,Spencer Crandall,East,Things I Can't Say (feat. Julia Cole),3kdQfsfmWiLbPFrcdvhSYg,0.616,0.798,8,-4.224,1,0.0481,0,0.114,0.936,80.033,164955,4,False
699,Chris Lane,"Big, Big Plans","Big, Big Plans",7yNJCsUH3tXlpQiHSsAc5l,0.574,0.58,7,-6.091,1,0.0278,0,0.12,0.4,149.974,187307,4,False
700,Eric Church,Hell Of A View,Hell Of A View,1kBx9VGumfuvlfqdlAGorE,0.689,0.582,5,-6.778,1,0.0236,0.00464,0.101,0.883,99.021,175280,4,False
701,Ryan Hurd,Every Other Memory,Every Other Memory,3t2xlkvPsrcyia0eBaCZ53,0.633,0.732,0,-6.995,1,0.0351,0,0.108,0.515,103.019,219193,4,False
702,Parker McCollum,Pretty Heart,Pretty Heart,6vC90OOjZR165Hw8CpsqEm,0.562,0.683,7,-4.427,1,0.0296,0,0.107,0.385,132.003,244798,4,False
703,Carly Pearce,Next Girl,Next Girl,4QpWhd7l2NrmGmfw4qGlpa,0.583,0.867,11,-4.17,1,0.0637,0,0.0863,0.962,160.096,164678,4,False
704,Kane Brown,Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,0.727,0.626,7,-8.415,1,0.0726,2.58e-05,0.126,0.322,86.97,191406,4,False
705,Blake Shelton,Happy Anywhere (feat. Gwen Stefani),Happy Anywhere (feat. Gwen Stefani),2DwbFtfC6sXBiVDPmju8Dd,0.538,0.745,8,-5.774,1,0.0387,0,0.063,0.669,165.755,170173,4,False
706,Filmore,State I'm In,Nothing's Better,1LtiNpTzzSX8qcvlPFLmeR,0.8,0.515,9,-5.431,1,0.0351,0,0.355,0.949,110.018,193145,4,False
707,Chris Stapleton,Starting Over,Starting Over,3TNSVsiFngfe68UJpMq1oS,0.638,0.538,10,-8.445,1,0.0315,0.000415,0.0695,0.318,89.124,240413,4,False
708,Levi Hummon,Good Taste,Good Taste,127BD1zjmo6iCRqZgh3wxR,0.658,0.692,9,-5.825,1,0.0356,0,0.108,0.735,95.979,157640,4,False
709,Lindsay Ell,wAnt me back,wAnt me back,2Dv2XlnlpeZ0TZDt9TRPn3,0.54,0.695,4,-4.16,1,0.0656,6.24e-05,0.11,0.667,156.133,193040,4,False
710,Luke Combs,Without You,Without You,34slXA5D75T5S0dwYYRd4J,0.522,0.659,6,-6.016,1,0.0304,0,0.102,0.355,141.996,224987,4,False
711,Russell Dickerson,Love You Like I Used To,Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej,0.501,0.788,10,-4.624,1,0.0415,0,0.137,0.61,152.047,186613,4,False
712,Maren Morris,Better Than We Found It,Better Than We Found It,6IVLDX1miNBy1BOWebnMP2,0.379,0.569,10,-5.193,1,0.029,3.19e-06,0.166,0.23,170.219,197216,3,False
713,Josh Kerr,Thought This Through,Thought This Through,7FbqWzDrsX5X9gY7CdsIKK,0.787,0.688,5,-7.285,1,0.0449,0,0.103,0.712,99.977,172663,4,False
714,Mitchell Tenpenny,Broken Up,Broken Up,1Jn0osXy1WcDyniHgs67jT,0.578,0.869,2,-4.483,1,0.0355,0,0.346,0.699,160.072,185023,4,False
715,HIXTAPE,HIXTAPE: Vol. 1,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",5FmvaZGd6fulojSToozLRD,0.516,0.745,2,-8.352,1,0.0774,0,0.275,0.825,186.004,173173,3,False
716,Lainey Wilson,Redneck Hollywood,Things A Man Oughta Know,7cwKO3SvjCpTyLiIWfnxpx,0.661,0.67,3,-5.58,1,0.0307,2.2e-06,0.13,0.357,139.852,206320,4,False
717,Jameson Rodgers,Jameson Rodgers,Some Girls,54eUv9Q3D9MZuOGS5PSflp,0.431,0.831,8,-5.108,1,0.0474,0,0.312,0.352,167.96,184893,4,False
718,Lee Brice,One Of Them Girls,One Of Them Girls,14GwnOeC9qYEKEA6uOZepa,0.643,0.79,4,-6.079,1,0.0462,0,0.107,0.8,95.987,188893,4,False
719,Kameron Marlowe,Burn 'Em All,Burn 'Em All,2UBvtKeetnXn6lMnsBUrZz,0.632,0.886,11,-3.986,0,0.054,0,0.136,0.637,114.951,185306,4,False
720,Andrew Jannakos,Gone Too Soon,Gone Too Soon,7mDZ2NdYOeKFcz2zGnKBwU,0.529,0.723,4,-6.022,0,0.035,0,0.364,0.459,119.942,169255,4,False
721,Kane Brown,Cool Again,Cool Again,5P3oaNpPDVLRJsL3152SEs,0.608,0.735,4,-5.497,1,0.0371,1.69e-06,0.361,0.773,90.007,164668,4,False
722,HARDY,BOYFRIEND,BOYFRIEND,2AROSdGsJiXwQlgYhksgWn,0.553,0.705,2,-4.691,1,0.0335,0,0.126,0.727,143.978,219087,4,False
723,Luke Combs,What You See Is What You Get,Better Together,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0,-11.501,1,0.0477,0,0.111,0.67,138.002,219573,4,False
724,Matt Stell,Everywhere But On,Everywhere But On,0ifYeH4gNXEyba41xr3I1w,0.563,0.722,6,-3.972,1,0.0279,0,0.0795,0.309,149.903,192587,4,False
725,Nate Smith,Wildfire,Wildfire,21HxYsyuuXZNqB1Dme5PQN,0.511,0.674,6,-4.992,1,0.026,0,0.18,0.363,159.874,190249,4,False
726,Christie Huff,Palm Reader,Palm Reader,3tmDp6A2ycEfhZ9CMFQ425,0.398,0.417,11,-6.208,1,0.0368,0,0.118,0.202,189.358,256004,3,False
727,Morgan Wallen,More Than My Hometown,More Than My Hometown,6FniJZn4agmDtPx1pKZQsa,0.621,0.882,6,-5.01,1,0.0459,0,0.132,0.574,126.014,216573,4,False
728,A Thousand Horses,A Song to Remember,A Song to Remember,62Ovt2av0MlBvorjVeINQP,0.548,0.836,1,-6.371,0,0.0389,0,0.126,0.522,114.893,191614,4,False
729,Kenny Chesney,Here And Now,Happy Does,2v08cjj3Th8RpfJgluECcj,0.715,0.665,6,-5.486,1,0.0381,0,0.123,0.593,109.019,168733,4,False
730,Cole Swindell,Single Saturday Night,Single Saturday Night,1irAliF0T8sLIOPJp6n7rU,0.623,0.79,7,-5.07,1,0.0473,0,0.226,0.694,81.949,187684,4,False
731,Billy Currington,Seaside,Seaside,6uLhIbdIXQ4DGeOA8qFesw,0.599,0.832,6,-5.631,0,0.0348,0,0.0514,0.509,99.981,180598,4,False
732,Ian McConnell,We Wouldn't Know,We Wouldn't Know,2ouWHr7YVOi3EUbanDD22S,0.517,0.807,6,-8.541,1,0.0578,0,0.182,0.73,143.875,160104,4,False
733,Jordan Davis,Almost Maybes,Almost Maybes,14JFKtBSqefxfMiKhq6JT8,0.582,0.868,11,-3.927,1,0.0522,0,0.103,0.555,90.105,179153,4,False
734,Keith Urban,One Too Many,One Too Many,5NUXE8W12lWcUXgJRCjeEw,0.697,0.535,4,-6.504,1,0.068,0,0.569,0.594,82.959,203893,4,False
735,Dan + Shay,I Should Probably Go To Bed,I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy,0.721,0.277,1,-7.128,1,0.0365,0,0.112,0.309,131.935,171827,4,False
736,Florida Georgia Line,Long Live,Long Live,1OTX8FOeKJt1v9mIxuF8sc,0.612,0.842,7,-3.547,1,0.0372,0,0.151,0.596,129.973,152373,4,False
737,Abby Anderson,We Go Together Like,We Go Together Like,3mwQ4tEWBWynjw7HJgMiRA,0.62,0.817,11,-5.317,1,0.0254,0,0.144,0.614,99.963,163960,4,False
738,Jimmie Allen,Bettie James,Drunk & I Miss You,7DoUCGBFzVTVfl4Nhl5BZE,0.583,0.661,9,-4.362,0,0.027,0,0.0923,0.541,112.829,167360,4,False
739,Waterloo Revival,Something You Ain't Ever Had,Something You Ain't Ever Had,24QBf1y8rRcyBgKjoUlIdn,0.488,0.781,9,-5.758,1,0.0446,0,0.208,0.582,76.971,188002,4,False
740,Jon Pardi,Heartache Medication,Ain't Always The Cowboy,77XoAnllT85lmR9WP0D8dS,0.539,0.837,9,-3.458,1,0.0385,0,0.262,0.551,151.913,220881,4,False
741,Tenille Townes,Road to the Lemonade Stand - EP,Holding Out for the One,7IN4uBTZZK2KJ4tjBL44xU,0.6,0.742,6,-4.135,1,0.0379,0,0.363,0.796,85.008,195187,4,False
742,Luke Combs,What You See Is What You Get,Lovin' On You,0nYvjcSlCgjcwogQAwIwNp,0.572,0.949,4,-4.865,1,0.06,0.000195,0.163,0.53,118.974,194867,4,False
743,Full Of Hell,Full of Hell & Merzbow,Burst Synapse,2uRY4XHR2EbHJFBnMci7FZ,0.14,0.918,0,-3.972,0,0.188,0.792,0.565,0.0284,94.496,61032,4,False
744,Jonny Greenwood,Penderecki & Greenwood: Threnody for the Victims of Hiroshima / Popcorn Superhet Receiver / Polymorphia / 48 Responses to Polymorphia,Penderecki: Threnody for the Victims of Hiroshima,1MGfFUjIcWQ3SrTNiu3cwb,0.162,0.211,5,-20.649,0,0.0517,0.588,0.221,0.0356,84.693,546760,4,False
745,Milton Babbitt,Milton Babbitt: Philomel,"Philomel for soprano, recorded soprano, and synthesized sound",6GiAs2nYvsY7PCdxQclehO,0.421,0.0679,6,-22.217,1,0.11,9.26e-06,0.0828,0.133,95.839,1133027,3,False
746,John Cage,Cage: Music for Prepared Piano,Root of an Unfocus,4kNvR3v7Qtv06D1xlS15pO,0.601,0.0264,11,-20.934,1,0.0608,0.905,0.0989,0.117,134.434,297640,4,False
747,John Cage,John Cage: Credo in US / Imaginary Landscapes / +,"But What About the Noise of Crumpling Paper Which He Used to Do in Order to Paint the Series of “Papiers Froissés” or Tearing Up Paper to Make “Papiers Déchirés?” Arp Was Stimulated by Water (Sea, Lake and Flowing Waters like Rivers), Forests",3cvnzUt5DCHKi4EkhXFzUJ,0.614,0.00109,0,-23.528,1,0.361,0.0688,0.091,0.0394,115.264,1011053,3,False
748,Michael Bach,"""The Art Of The Curved Bow, Vol.1""- Bach Cello Suite In C, No. 3; Schnebel's Mit Diesen Handen; Funf Inventionen",Fünf Inventionen - Ewartungen,6orWxdG6tBk9f4ZTWplsf5,0.529,0.0121,0,-26.499,1,0.0518,0.463,0.135,0.237,77.324,195160,3,False
749,The Plastic Ono Band,Between My Head And The Sky,Moving Muntains,5NQOSlVAzaWEfLmBKvqwrK,0.39,0.75,0,-9.492,1,0.0962,0.703,0.106,0.257,138.076,174413,4,False
750,Various Artists,A Young Person's Guide to the Avant-Garde,Gesang Der Junglinge,0Y9DYv05QW8Cs8UTrXnRnA,0.366,0.0816,8,-27.023,1,0.0969,0.0209,0.317,0.0733,135.315,783587,3,False
751,Paul Lansky,Paul Lansky: Homebrew,Night Traffic,7ngXYT9Ky4H0uZmOwMGmKq,0.0612,0.488,9,-15.858,1,0.0874,0.907,0.17,0.0324,72.821,623000,3,False
752,"Dave Soldier, Komar & Melamid",The People's Choice Music,The Most Unwanted Song,38z3K5zi9incfyAESQF2Bn,0.396,0.325,3,-9.725,1,0.0643,0.00221,0.196,0.2,96.685,1318893,4,False
753,John Lennon,Sometime In New York City,Jamrag - Live,2ZLimLr2ZJlwKdyuYmavEh,0.155,0.717,9,-12.571,0,0.105,0.439,0.71,0.238,79.124,336053,4,False
754,Nine Inch Nails,Fixed,Screaming Slave,3mEYCimTWgN788S5AxlaMc,0.317,0.948,10,-10.432,0,0.3,0.478,0.901,0.0347,119.564,480333,4,False
755,Lou Reed,Hudson Wind Meditations,Find Your Note,1ypk9BwsaLBxxkVTz1vVfw,0.057,0.000219,11,-31.812,1,0.0648,0.902,0.107,0.027,71.73,1895040,4,False
756,Björk,Medulla,Ancestors,0wiEVhNAPwl6aqaalwfioP,0.279,0.254,9,-13.278,0,0.0355,0.000284,0.295,0.0855,107.657,248347,1,False
757,Captain Beefheart,Grow Fins - Rarities 1965-1982,Hair Pie: Bake 1,6hUF7BvhcuEOOQ7litZJli,0.296,0.531,2,-14.644,1,0.155,0.194,0.383,0.376,84.94,303320,4,False
758,IceJJFish,On the Floor,On the Floor,0cm53Jz1z1AA7NrfN7VAk6,0.595,0.561,0,-5.719,0,0.0694,0.0,0.32,0.63,120.021,274104,4,False
759,John Lennon,Sometime In New York City,Au - Live,5W7YVdVuLraUt90wFQgfMC,0.164,0.828,2,-10.497,1,0.101,0.0485,0.309,0.0375,79.656,490227,4,False
760,Lords of Black,Into the Black,Into the Black,69uGltZ3kbIqYmPDHp1p2E,0.418,0.929,7,-4.122,1,0.0539,0.00134,0.245,0.546,170.037,238018,4,False
761,Jaded Heart,Stand Your Ground,Stand Your Ground,1Skm0WEfM0BYgqNX75W0kA,0.555,0.969,11,-6.963,1,0.0462,0.00755,0.11,0.175,114.995,278600,4,False
762,Five Finger Death Punch,F8,Full Circle,76CWLFHm3OFuE2P1dDMhi3,0.495,0.993,7,-3.014,1,0.145,0.0,0.368,0.29,149.912,202250,4,False
763,Sabaton,Heroes,Night Witches,1xBRGN41DWx2vwNFY5CvGe,0.546,0.92,5,-4.83,0,0.0592,3.13e-06,0.904,0.265,95.996,181333,4,False
764,Warkings,Maximus,Maximus,1K39nmA9tBudF6jNiV1iO6,0.308,0.953,5,-4.645,1,0.123,0.00154,0.295,0.291,118.051,252189,4,False
765,Amaranthe,Archangel,Archangel,28aQT80RVsVsD1X98WCew1,0.407,0.967,0,-7.104,1,0.0666,0.00142,0.089,0.227,180.027,203373,4,False
766,Armored Saint,End of the Attention Span,End of the Attention Span,0LtZ0J7wBewtpjA6w98MlC,0.36,0.99,8,-4.444,1,0.17,3.12e-05,0.172,0.151,191.99,313355,4,False
767,Iron Savior,Our Time Has Come,Our Time Has Come,1LBu31Q9mqGmDHQVzaiAlJ,0.436,0.973,2,-4.776,1,0.146,0.0775,0.3,0.0797,150.015,288947,4,False
768,Ember Falls,The World Is Burning,The World Is Burning,62d3zAqzjE3p0yMBdXgTjc,0.422,0.951,11,-7.006,0,0.0951,6.99e-05,0.426,0.558,150.036,252107,4,False
769,Spirit Adrift,Enlightened In Eternity,Ride into the Light,46wMCxSguASbKzxmcgPZB7,0.254,0.929,1,-6.652,0,0.0527,0.625,0.176,0.563,140.271,282880,4,False
770,Amon Amarth,Jomsviking,Raise Your Horns,5gNyrx8elXaXXs3vFC1ufZ,0.46,0.876,5,-5.39,1,0.045,0.798,0.151,0.499,164.992,263787,3,False
771,NanowaR of Steel,Uranus (feat. Michael Starr),Uranus (feat. Michael Starr),6F5OGRRIQDc5hF60mcjSTx,0.549,0.92,8,-6.046,1,0.0497,3.52e-05,0.0322,0.41,101.955,253390,4,False
772,Pantera,Reinventing the Steel - 20th Anniversary Deluxe Edition,Immortally Insane,2tbdpZIOkV8kK0pZDBxXRQ,0.352,0.915,8,-3.727,1,0.0586,0.000488,0.208,0.264,82.589,311083,4,False
773,Full House Brew Crew,Black Flag,Black Flag,15fNkGGoVemGVKXl4U2jNf,0.583,0.923,0,-5.458,1,0.0608,3.39e-05,0.467,0.44,119.962,192987,4,False
774,Accept,The Undertaker,The Undertaker,3uBjEUnGmq3JOhCEjFzHw8,0.625,0.737,4,-8.438,0,0.0351,0.0205,0.228,0.224,124.999,338255,4,False
775,Alien Weaponry,Tū,Kai Tangata,0YWyKtLAlmVjryfY6CSxYE,0.515,0.926,6,-6.713,1,0.102,0.0056,0.189,0.142,90.956,395500,4,False
776,Nightmare,Divine Nemesis,Divine Nemesis,33mubIMnq79O2EsZXBrZjs,0.419,0.968,11,-5.064,0,0.065,0.00161,0.31,0.423,184.948,325440,4,False
